"time slot","WiFi bit rate (Mbps)","Cellular bit rate (Mbps)"
1,0.6593243115404352,2.0306215384615385
2,2.066803638135481,5.290761846153846
3,3.2132264651283244,5.129481846153847
4,1.2607795315444867,6.33641142857143
5,2.297836818423076,6.428785230769231
6,2.519731656724146,5.6115377777777775
7,1.4285010184919575,4.601810962962964
8,1.5433407324316308,4.079025846153846
9,1.6252311356381763,3.1476049230769236
10,1.49491936589459,2.322882857142857
11,0.680915632129337,3.3026953846153857
12,0.07874932677247765,3.378862222222222
13,1.357199853644478,5.163519999999999
14,2.653940325458959,3.202343384615385
15,3.1448587445850364,3.7138707692307684
16,3.5693977571487436,3.038485714285714
17,4.401430917607228,2.1830399999999996
18,4.267088876206773,2.1810685714285722
19,4.265244618565402,4.34171076923077
20,4.809149826928793,3.6200664615384612
21,4.8354202317718356,4.999250285714287
22,4.836201138931584,4.951049846153846
23,4.838654542371719,4.080640000000001
24,4.840126801639051,5.19552
25,4.722472549596892,5.704615384615384
26,4.338021771089652,5.012022857142858
27,4.7733504318680176,2.319507692307692
28,4.699480631178875,1.6992000000000003
29,4.761129862744088,1.6909714285714288
30,4.8323877112232605,1.7302153846153845
31,4.835533740071951,1.808196923076923
32,4.833139856545689,1.9650461538461539
33,4.835912504694573,1.7008457142857143
34,4.312734088698247,1.4094276923076923
35,4.792216863455916,1.4471138461538462
36,4.84279163786542,2.1218953846153843
37,4.836684106593365,1.9443199999999996
38,4.839916806209899,1.6810666666666667
39,4.838424999335706,2.3390030769230767
40,4.840170341433613,2.3637333333333332
41,4.835535353972461,1.5449600000000003
42,4.375792962778309,0.9184984615384617
43,4.824869920413845,1.888393846153846
44,4.836508477815618,1.64992
45,4.835437599656598,1.4306133333333333
46,4.71121074153029,1.4205046153846153
47,4.836306634623017,1.6296369230769228
48,4.838512584544261,0.880374153846154
49,4.840065262629406,0.9022628571428574
50,4.3659762386033005,0.8383015384615385
51,4.7947707029695055,1.116553846153846
52,4.836367061724546,0.40851692307692306
53,4.839328378267039,0.4700849230769232
54,4.835986283881178,0.793993846153846
55,4.838445222855599,0.4941257142857144
56,4.836245758567173,1.041211076923077
57,4.836207788672035,1.1382646153846152
58,4.42987425026305,1.0469710769230771
59,4.742310035486321,0.7572184615384615
60,4.839804354611242,1.706289230769231
61,4.836887652091747,2.33088
62,4.835448512285184,1.5368533333333332
63,4.836637450352265,1.451076923076923
64,4.83529681579472,1.1559876923076922
65,4.83670270784985,1.7283931428571429
66,4.357409891038582,1.836996923076923
67,4.820385899395352,2.358055384615384
68,4.8368094756802895,2.1644307692307696
69,4.832385176776095,0.7913353846153844
70,4.83867868987338,0.866195692307692
71,4.8395150225780865,1.7568
72,4.840061584531392,1.5305142857142855
73,4.835415390304073,2.106387692307692
74,4.379878974757217,2.312106666666667
75,4.775040783325363,1.67552
76,4.7470564356448435,1.6234141538461542
77,4.4069007586995355,1.0416953846153845
78,3.357603580100431,1.2145846153846152
79,1.833933746077865,1.4757155555555557
80,0.8230271301054479,0.7387395555555556
81,0.032424214909413746,0.7250116923076924
82,2.9552134242524115,1.113472
83,3.502688284587397,1.627500307692308
84,2.0848514179620334,2.058978461538462
85,1.9464185646311858,1.9527433846153845
86,2.6138081267362034,1.7623433846153846
87,3.6339008124269636,2.133272
88,3.179686410960571,2.374413538461539
89,3.6751194253425252,2.9844658461538462
90,2.168936568719942,2.358055384615385
91,2.5132675273401315,2.3930584615384616
92,2.8840463407400176,2.402363076923077
93,3.0212707422644147,2.4475569230769234
94,2.7806679654550965,1.8644676923076917
95,2.7249365327318165,2.2446933333333337
96,3.128888641071164,2.5523200000000004
97,2.1997624977201897,2.549907692307692
98,1.8738728482221902,2.1945599999999996
99,2.9135753192266276,2.622274370370371
100,2.8307358183398863,2.32576
101,1.8261258395477378,2.7310445714285714
102,0.6253568951013433,2.9774769230769236
103,1.4990270748562227,3.1081846153846158
104,1.2507500610642612,3.3735973333333327
105,1.6469066732849944,3.0653211851851854
106,1.8488712917622883,2.2561796923076924
107,1.1944468207225645,2.9225476923076923
108,1.875463142095104,1.860544
109,0.9404291104624339,1.8509908148148146
110,1.1356936748836193,2.3227733333333327
